text	labels
"Eszter Bedo Put aside economy and what ours politicians talking, every country has that problem... We all know that this kind of refugees travel throught the countries just like that... even german chancellor knows that.... I'm or we are not contradicting - You forgot Eszter that before you close border there were agreement that Croatia will be transit country ( are we?) and that you all the time untill you close yor border WERE TRANSIT, no one around you made a problem to you for refugees because we heard all kind of news from Hungary, good and bad, register and not register - but, I repeat - you were transit all the time. Croatia is not in the same situation - we are surounded with countries who close border and not allow refugee crossing... EU just can't expect of us to do job what we all had to do from the beginning and we can't accumulate refugees in Croatia because suddenly all of you find out that is a bit too much of them. I'm contradicting? Europe is thought to cheat Croatia again and turn Croatia into a ""collection center for refugees"" - because what else will mean close all borders around us and suddenly the EU rule - no new corridors? You forgot - Hungary had open coridor during the long period before closing border!!!! I have a right not to be contradicting because I'm not - I have the righ to be very angry. Solution for a problem is - all states can open border and one rute can go through Hungary, one through Croatia... or we all can help Greece to close land and sea borders or.... there is many solution but no will. Eszter... Hungary as a country is a great, I really have nothing against you and I just even admire border act you done but this just not right toward Croatia.... We are also knows read and listen when foreign politicians or common people talk and we know add up 2+2... Closed border around us, EU rule - no new refugee coridor... we must be stupid enough to not figured out what that all mean! And after all that what I wrote now, I still respect you country and you and one day maybe we can drink coffee somewhere... but do you all respect my country?"	1
"The media once again trying to manipulate public opinion about these people? No way! How about the 72% of these ""migrants"" go back to where they came from and fight for their country instead of being spineless moochers?"	0
BBC is complicit in the islamic invasion. Do you want your children and grandchildren living under muslim rule?	1
refugee crisis BBC, you keep forgetting	1
Hooray Europe! Let's go to war again due to this peace project called EU.	1
Deport them. They are only there to economically rape Europe. They want handouts and freebies. Embedded amongst them are IS cells who promised to deal death and mayhem to the West. These mostly military age men won't serve in their own countries (leaving family behind) and will destroy Europe and North America if given a chance. They are NOT refugees. Deport them ASAP.	0
"Xenohobic comments coming, and mainly from xenophobic Americas who are planning on building a wall along the US-Mexico border and even the US-Canada border! Fear and trembling: ""they"" are coming for ""us""!"	1
What better way to finalcially and socially destabilize a country than to flood it with masses of people.....just thinking.......	1
Europe just need to unite and end the migrant influx.	1
Wow. I didn't realize the UK was so ethnocentric, xenophobic, bigoted, racist and paranoid! Just look at these comments. It's amazing!	0
kind of amazing that you seem able to make those kind of judgements on people you don''t know, who happen to be discussing issues you know nothing about (namely the UK) - using a language you clearly don't understand. Or were you being ironic when you called responders bigoted? Coz you know that you have displayed an astonishing level of disregard for the opinions of others... which means I can quite rightly call YOU a bigot.	0
And again, sorry, but were you trying to be ironic making judgements on us, when your country has such a great record on race relations... pot and kettle perhaps? Now who was being xenophobic again? surely not the person displaying their prejudices towards people from the UK... Just delete your post and go away - or better still, go pressure your own people to do something about the situation.	1
how can there be tensions over how to deal with migrants-----STOP them from coming to your countries --period.	0
The EU has no real plan for this crisis, what annoys me the most is if someone is a genuine refugee they would seek asylum in the first EU Union country and that's Greece. Sure most have an idea in mind to get to Germany as the 'ideal' country to settle in, unfortunately this can be interpreted as an 'economic refugee/migrant'. We need to ask, what's really going on.	1
They're just destabilizing Europe and something must be done even if is by force problem is all the bleeding hearts will never let it happen	1
I have no compassion for these ppl there told that the country full but there pushing in other ways. They dont respect our rules that a good enough reasion not to let them in. Border control should use tear gas more often	0
No way, never would've guessed that! Ship the economical immigrants back home so they too can create a civilised county of their own. However it will take a millennia!	0
Maria Szpunar the reason were talking about Muslims at all really is that they have just forced their way half way up Europe against any international law , they come from war torn areas, we have seen them fighting in the streets with police and rioting , we have seen the Islamic flag flown in Germany again when the Syrian Migrants were fighting with German police, we have seen them fighting in the streets of Europe against the afgans a culture clash there , this is in the space of a week, what your seeing is an invasion of Europe nothing less, by who? Refugees, no to be a refugee you have to stop at the first safe country and seek asylum that would have been Greece or Italy.if you proceed you are a migrant and if you have not got papers , passports or any id you are an illegal migrant, however as Ty Royce Weldon says they are the single greatest threat that the western world have 9/11 to remind you in your country, brits killed on a beach in Tunsia recently bombings and be headings, As you say there is bad in each culture very true but this lot rank in top place for total disregard to life did I mention the use of chemical weapons , If this were America I am sure the Americans would want to vet these people before taking them into their country, but in fact they are better to remain in their own cultural land and should really be taken in by other Mislim countries and not be given out handouts and maps to the promised land they already have it its called Syria and as we see all these pictures of a males forcing their way up Europe like a riot mob when ever stopped and asked for ID , they should be fighting for their home land to forge a future for their families , a great majority of these peope need sending back to a safe area and if refugee? go through the right international procedures .but this is just plain lawlessness.	0
Thanks for Germany and Angela Merkel who invited them!!!! And after they pushing every europian countries to change them identity culture....	1
Romania is not on their way, so stay out, you're not welcome here as well! They don't want to come to Romania and Brussels can't force these illegal people to settle in a country where they don't want to go. So take them and integrate , good luck	0
We're bordering on a third world war thanks this open door policy. Islam and Angela Merkel are loving this	1
Aren't there 3 million tents set up in Saudi Arabia and they aren't being used by Muslim refugees. I expect there isn't welfare there? Europe will have to make a stand soon because the tax payers will not stand the strain of the welfare bill.	1
These people need to go back to their country and fight for their country. This is more like an invasion. These people are not thankful for the help they are receiving and they will not adopt their host country culture so they need to go back home or be considered an invasion.	0
they should make a new country in the middle of afghanastan and leave these so called refugees there its not Europe problem or they can move to antartica	0
These people havnt took the hint that europe is putting up fences that means ur not wanted but they try to break through then what they still wont be looked after .if some one breaks down ur front door ur hardly going to ask them to stay for tea are you	1
yes because our NHS is ruined now	1
Yes for the most umpteenth time. Why is it that the Daily Mail actually supports the Conservatives when they should know that they are not going to do anything?	1
of course they should, the sooner the better. then perhaps people born in this country who are on the housing list won't keep being pushed to the back of the queue by all the immigrants.	1
The majority of this country would prefer to know what the true figures for immigration are, not this politically correct way of counting called 'net migration'. And why do the media keep on about the polish. We need to know about all the others that enter this country. The government ram green issues down our throats. If they were serious about green issues, they would do what is necessary - tackle the population issue. People = pollution.	1
can't really see how the UK can afford to take any more in..both the NHS and education systems are on their knees! And as for it's ecomony.....well, that's another story!	1
It's not only NHS and education, it's things that people/government do not think of such as roads, water supply, electricity, extra pollution, crime, and also the dilution of our own culture and identity.	1
This country is a joke,,, need to get out of the eu,	1
I wouldn't eat Polish food or marry a Polish girl if the future depended on it!!!!	1
I know a polish girl Lee. Has a degree in Archaeology from Cambridge and is now studying a PHD. She is clearly more intelligent than you...	0
get it wrong is an understatement. Labour committed cultural genocide with their policy of mass immigration.	1
I think you will find most Britons aren't opposed to anyone of any race, creed or colour coming here to work, study, and contribute. What people are opposed to is those whom come to simply claim benefits, or worse. It does happen, in a very large way, and it MUST STOP !	1
Door Sharks s*** in the sea ?	0
Training more British students into becoming doctors and nurses instead of driving them into debt is the way forward, instead of importing fakirs from Eastern Europe and the third world (and cannot speak English) on the cheap.	1
but what about the british born citizens, we must be given top priority above other european immigrants,	1
@Parthiben Coopamah!,you are throwing false accusations, speaking without evidence and making generalizations which is not logical!, there might be some who do not speak english well, but generally those who came from third world; they should speak English well to practice medicine in UK, they have to get a required score(which is 7) in IELTS test to practice medicine in UK, which is a very difficult academic English test, and guess what?! i have seen many native English speakers(even University posgraduate students) they got low scores in that test! so it's a test more than English to assess their skills! Finally being born in Britian doesnot give you the credit that you are the smartest person in this world! who gets a job or training, or postgraduate studying or whatever it's by competition!!!	1
i will get the training ,because i am british citizen by birth,london,uk,national health insurance number card,national insurance number card,i voted in england,i got priority over eastern european immigrants,to conclude	0
What are those EU invaders doing here in the first place, evading tax and sucking this country dry?	1
Britain does not need to be part of the EU communist police state.	1
my view if you are not born here you have the right to nothing, if you want to live here or visit you shouldn't be allowed in unless you can prove you have health insurance enough cash to but a home outright and enough cash to sustain your lifestyle for at the very least 3 years. so that would mean any person coming here would know from the outset come here mould with us work hard become english, if not stay where you are.	1
Excuse me? ^ why should we pay to keep the world's work-shy? We are like a honey-pot to the lazy and attract parasites.	1
The sooner we are out of Europe the better, if the beaurocrats of Brussels are so concerned about paying benefits to all and sundry who have no intention of working for them, let them stay in brussels and be paid by the overpaid EU ministers. They will soon change their tune and mind their own business about what we do in the UK.	1
It feels like we are being raped by europe. What else can they possibly take from us? I'd love to know how many other countries obey all their commands, because it seems to me like the UK is the soft touch who can be bullied into anything, so we are at the receiving end of all their nonsense!!!	1
born in england,,proud to be british, we come first,other people coming abroad must get out	0
what if it was the Judges grandaughter ???? send the judge out of the country...please	0
Oh for Gods sake what do they think they are doing. This Country has gone way too soft. Kick them out what other way is there to deal with them. ANIMALS	0
The judge is a spineless tool, but the real responsibility lies with politicians who have sold their souls to allow such European laws to dominate the land- shame on anyone who votes con/labour/lib dem	0
Soft touch Britain strikes again, the price of a bullet prob better than letting them stay. They might get the message then.	1
What the hell has that judge been takin?? This is a joke!!	1
wrong wrong wrong wrong wrong wrong.................judge needs assessing for suitability to make sensible decisions - a 12 year old girl now has a life sentence........ I am ASHAMED to be part of the same species!!!!!!!!!	1
"It would ""breech his human rights"" - so change the law you morons!!"	0
Absolutely ridiculous decision...sickening	1
didnt I hear on tv the government was going to revise all of these human rights laws?seems to everyone the victim has none,time for the so called prime minister to either get out of power,or he does what he says.Im so sorry for the young victim.surely sending him back to his own country is better punishment	1
Sorry but this judge needs stringing up from the nearest available lamppost	0
Absouute disgrace the man needs hung this country is a disgrace	0
Like the DM needed an excuse for refugee bashing.	1
When will this country ever learn? He should be sent back to his own country as soon as his sentence has been served!	1
The JUDGE needs to GO!	1
hang the judge after hanging the refugee	0
The bloody UK Law stinks and so does theirt incorporate Human rights they agree to some cases do not deserve them and this is ONE FOR SURE	0
How the hell did this guy get to be allowed to visit here or his family live here we want to see his face. Judge wonder what you feel about your own children and grandchildren/ I know what I would fee like doing if the father. Judge we want you to explain yourself and be made to go. DV T May what are you doing about this.	1
judges are to scared of upsetting the european court of human rights easyer to upset the british people if he was back home he would be dead for doing this here he will be in the cushyest prison untill hes released with a furnished home and a new id and a british passport theres a very simple solution kick them all out	0
Makes you proud of our legal system. Plenty wrong with a country whose judges hjave no sense of reality.	1
take him in a room with a sharp knife and peel his skin off very very slowly,when hes done do the same to the judge	0
Its not the judges fault, its the lawmakers fault.	1
Invaders. And these stupid governments just let them do it while giving you hassle at the airport over minor things. Civil war is imminent.	0
INVADERS! right,like a european conquers in Africa,Latin América and Asia hundred years ago.....	0
There will be no civil war, too many feminised beta males who are afraid of being called names.	0
They are not migrants. Those young men are mercenaries.	1
Shoow Tiime did you forget about the Islamic invaders that got to those countries long before the white Europeans and introduced slavery to those continents?? Learn your history........the full history and not just the selective bad bits about the devil white man.	0
if you are going to report this then please use the correct term, ILLEGAL IMMIGRANTS	0
Leaving their woman and children behind to their own fate as they come to europe. How do the one world lefties debate that ine when crying about the poor immigrants	0
Before their country was destabilised in the name of Western democracy these occurences weren't there. The result of putting your nose where it don't belong	1
Nia ...but hillary the witch was involved ! She & mama Merkel are the worst women in history !	0
We in Europe no longer feel safe and the governments we are paying huge taxes to have broken their contracts with their people. They do not protect us.	1
You telling me with all the technology radar weapons etc that these invaders cant be dealt with ? Seriously ..... Dread to think what next 5 years are going to bring for civilised society.	0
And it was these invaders who not so long ago gang raped a woman in front of her husband. My advice is: Stay away from Italy.	0
An eye for an eye? Very civilized!	1
What are you smoking	1
I smoke wheat but not as strong as the one that you smoke because i can understand your stage is higher	1
Many problems not the least criminals Unchecked for disease but must have a support network to go to	1
Put a machine gun nest on beach that will sort it	0
Go do it by yourself ...real man don't talk but DO...!	1
Until the governments start getting tough and immediately deport them instead of pampering them they will keep coming!	0
Boot them out/turn the boats away : by all necessary means!.	0
3000 illegal male working age migrants. I wonder where the women and children are...	1
The quicker Britain out of the European Union the better. These illegal immigrants will be quickly given European passports and next stop UK :(	1
Machine gun them or attract sharks and sink their boats 🚣 😂	0
The E U wanted them so they got them . Probably trained terrorists among them . Crazy politics.	0
Merkel wanted them. Not EU. But since she rules whole EU...	1
Julie Gordon exactly, Germany are the E U . What merkel wants the E U does.	1
Better yet, The Navy : at least they're armed with serious artillery!.	1
This is why God invented machine guns.	0
sure it wouldn't be christian if it wasn't a instrument of death.ehh!	1
They are neither refugees nor migrants. They are invaders.	0
Why ain't the Navy mining the harbour?	0
If they can get in unchecked how much drugs do?	1
Illegals who knows who they r and if they r criminals among them but they r called migrants	0
Does Italy not have a navy to send them back from where they came from?	0
illegal migrants send them straight back	0
Strategically placed 50 cal's on Europe's beaches would stop this happening...	0
Sun, sea aNd Daily Mail propaganda	0
Send the lot back home.	0
No borders or rules?? Seriously europe?	1
Sink the boats	0
INVADERS	0
I enjoy reading smuck comments written by someone who barely masters the english language and probably his own	0
u mean african tourists	1
send them back	0
All males.	1
Send them to Saudi	0
Poor Italy...	1
The man , who lied ton the press & the world , about being in the boat with them , along with there were fleeing from a safe country there had been in , for the last 3 years . Does he honestly belive people have forgotton the true story , He is doing more harm than good , to people that genuiely need help , by fronting this christmas messaged	0
I respect your opion , But all im doing is stating the facts . people dont forget storys like is , as it was heartbreaking to see a dead child , But the truth was , he was not in the boat , Yes put a xmas message , out , that will help the genuie people fleeing from the war torn countrys But do it with some one , who as not lied to the world If that sounds cruel , im sorry	0
Robert Lee We still don't even know the truth, his stories were so varied. i.e. he's told lie after lie. He's completely untrustworthy. He was responsible but he can't take responsibility so continues to blame the west.	0
Qassem Soleimani Cruel? It seems the guy is a thieving lieing scum bag responsible for his own child's death.	0
HE WAS THE TRAFFICER - he and his family were living in turkey already for 3 years.	0
Robert Lee like most of these people,he put his family in danger putting them on a boat when he should have bought a ticket to fly his family to England.	1
There a reason , he did not put them on a plane , There would not have gained entry . As he was fleeing from a safe country , That why there try & gain enter illegal , Knowing legally there won't get in ,	1
He was the ONLY ONE using a lifejacket - even though his wife didn't knew how to swimm! Even though he had his children on the boat... I don't believe him not even a little bit!	1
Hold on.....this is the guy that left Turkey after being there for 4 yrs.....then put a life jacket on himself but couldn't have cared less about his wife and children and left them to the elements to DIE because he wanted to go to Greece and get his teeth done! I have a Christmas message for him......get lost and go home and fight for your country stop the sob stories we are done with the tricks you all seem to play.......	0
"Does he mean ""The Whole Western Christian World opened their doors"" did not see the Muslim countries open their doors. How strange?????"	1
You should be fighting for your country with all the other Syrian cowards who have dumped themselves on the European welfare system	0
Agree. And the aholes Republicans want to send our boys to die so these effing cowards can come here and live off our welfare system...Hell No!	0
Maybe we should open doors to all, but shouldnt the people that live in this country come first like our children, homeless, poor, disabled, elderly and vetrans. These are the people that money is being taken away from to let you refugees live in the lap of luxury. So unless you can bring your own wealth with you please be thoughtful of the people that already live in this country that are badly off and will become worse off	1
Says the man who was allegedly a thieving illegal people trafficker himself, who has to accept full responsibility for the decisions that led to his own child's death, who was running away from long term safe sanctuary in Turkey for his own greedy personal gain at our expense in Europe. Channel 4 really should be censured by the UK Broadcasting authorities for even contemplating this piece of blatant Islamic far left wing propaganda.	0
There are plenty of neighbouring wealthy countries to Syria. Why are they not taking in refugees?? I am all for helping people in need but the UK is struggling enough financially as it is without bringing hundreds of thousands more people in who will need homes (we are already short), school places (we are already short), hospital treatment (already understaffed and run into the ground) and benefits (massively overstretched already).	1
We've got to have 13 000 here in Australia, And they hate out guts! So if the statics are right and 99% of them are good people...only 130 want to kill us	0
I thought he'd gone to Canada ?. He was also believed to have taken the risk to try and repair his teeth free. Did he not have a job/lived in a flat in Turkey? He put his family at risk for personal reasons which killed them, why does he think I would be interested in his heart rendering Christmast message!.	1
"The Syrian refugees and any others in that region who hop on the bandwagon are supposedly looking for REFUGE, not trying to exploit a situation to improve their wealth and standard of living at the expense of others! Why travel 1000 miles to ""safety"" when refuge is only across a nearby border? It stinks!!"	1
It worked on the British people before...will work again. Of course it was sad to see that boy on the beach, i wanted to cry. BUT to then base your whole immigration policy on that was crazy. Thats what you Brits did and will do again whenever a earth shattering photo comes up.	0
Rubbish...Get the Drama out of reporting! You are being conned every single minute and finger typing second of the day......Tell the truth and stop selling your own twisted notion of conscience..there is no moral base to the assertions and without that its just another big Fib !	0
Well, sorry for his loss but I don't think the whole world should open its door to Syrians. It will cause countless problems because today's foolish kindness.	1
Well, some that are already in the western world is complaining that the weather is bad and that they are not being given houses and cars. Stay in Turkey and there abouts, and stop all that photo porn, we've seen it, end of.	0
Why don't the Syrians go to Russia, To wit: at 17,075,400 square kilometres (6,592,800 sq mi), Russia is the largest country in the world, covering more than one-eighth of the Earth's inhabited land area.....this is a rhetorical question....the refugess want to go where the largest amount of free goodies are.	1
Tell rich arabian countries to open its doors. Christian countries must shut down the doors..	1
Id like all christian countries and the ones who value their identities and traditions to slam the door firmly shut in there faces..... Surely they should just get on there knees face mecca and start wailing away.....	1
I'd like to see people fighting back like the majority of the west did. There is a rite of passage to democracy and freedom. If your not prepared to stand for it you don't understand it.not saying don't look after people. But some of these issues should be dealt with in house.	1
Hey friend you want from wolves to be shepherd ,you are expecting expensive things from cheap people or it is better to call them evil robots.	1
He had lived in safety in Turkey for 3 years so why did he risk his family lives. Fellow passengers on the dingy claimed that he was a people smuggler and disposed of his documents on arrival and claimed he had come from Syria.	1
It would be a good idea for the neighbouring Muslim states to open their doors to Syrians, why have rich nations such as Qatar, Bahrain, Saudi Arabia etc not taken any in?	1
Because their agenda is to spread Islam all over the world.	1
He was living safely in Turkey for 4 years before he decided to get more money from the West, at the cost of his kids life. Scum	0
Opening the doors to Syrians is like letting a load off rats in ur house . Once their there they all have loads of kids and claim benefits. There's no War in France so why don't they stay there, or stay in their own country and fight for what they believe in ! Just want a free Ride even tho they hate the western countries supposedly, bullshitting Cunts	0
What's the fuss with Syrian boy died ? More children dieds in Africa, 100s of children died in Vietnam, Cambodia, Japan and the list goes on. One Syrian boy and whole world must open their gate ?	1
The kid wasn't even wet ffs. Propaganda photo.	0
Ok, why don't you bring them in your house?	1
Ok. At least you are not a hypocrite. People want to bring others in, yet they can't being them in their house. I don't think we should allow people in unvetted. The FBI says they can't properly vet them. Safety is number 1. There are numerous homeless people and they don't get the same attention.	1
If the politicians stopped funding wars, this would not be happening.	1
The trouble is Micky, is that half of those who are coming are not refugees. There are others from middle eastern countries who are abusing the refugee crisis, to get here also!! ...Also, there is a threat that ISIS have planted their own fighters among refugees to harm us and quite frankly, it is rather stupid of countries to let them in, so long as ISIS remains a world presence.	1
ISIS is a legitimate threat. They have attacked France 6 times. This is a serious matter. Don't be naïve about this and call people racist for being against open boarders. We need to be safe.	0
I am speaking in general. National security is important. Liberals who are actually authoritarian want chaos. They defend an evil religion of Islam. I can't stand people who boast about being morally high. No one is better than someone else. We all have sinned. So we are all on the same playing field. Righteousness only comes form Yeshua (Jesus). No one is self righteous.	0
Look i read so half and then you got me... Your obsessed with the difficulty of what's happening and as seeing then judge and point so to speak. Why is your heart like that? Why are you so so ugly? Please circle yourself round them and then judge.	0
This country is full we just can't take any more refugees our NHS is at breaking point and there isn't enough housing	1
Is this guy on something......?	1
Micky Galway Furey... cool story mate. Stay off the weed!	1
Micky Galway Furey. The man lied simple as	0
The man who lied to everyone, wore a life jacket and let his wife and kids go without, lived and worked in turkey for 4 years before deciding he could get some lovely new teeth free of charge from good old Europe! He needs to disappear and stop playing the victim, he killed his family	0
Don't use Christmas as a Propoganda tool either!! Anyone putting their childrens lives at risk to enter a country, when they were for four years safe in another country is scum in my eyes!!!!......There is a very real threat that ISIS fighters are among these people, which could well result in MORE innocent children dying. Yet nobody seems to be thinking across those lines, particularly not our governments!! What happened to that young child is terrible, a tragedy.....but do we want more dead children in the UK at the hands of terrorists ?? ......NO!!!!!!......We could avoid more innocent deaths on either side, if Saudi Arabia opened its doors to these people.	1
Ya, you're a moron. Amantakesitdeep	0
They need to go home man the hell up and fight for their own country instead of forcing themselves on ppl who clearly don't want them.	0
So how many Syrians have you personally and your family taken in Amandeep? Or are you all talk?	1
Your referring to the real refugees, the ones Saudi, Turkey and USA made, still in the camps, not the ones paying people smugglers to take them to Europe, carrying false passports. Big difference!	1
Philip Murphy. You'll find it's the governments that are responsible and not a whole country of people!!!!!	1
There is plenty of space in Muslim countries, they don't need to go to places which are totally opposite to their beliefs. We have neither the space nor the means to take them	1
Karen Elizabeth Evangelista its been proven that Saudi, Turkey and USA were financing mercs to fight against the legal government in Syria(Assad). Saudi wants the entire region islamic, USA wants the oil and gas. Saudi spent 4yrs destabilizing that region, and now, we are seeing the results of their work, while they build a 1000k wall around Saudi to keep everyone else out..so much for the leaders of the UNHCR-no rights unless you are shia-and the new leaders of the global terrorism gang	0
Philip Murphy. So you've asked every single person in the USA, Saudi, and Turkey Yeah? And checked the bank balances? You're saying you did this but I kind of don't believe you.	1
All I ever see on the Daily Fail are humans but no humanity. All I said was RIP to the 3500 dead refugees including children floating in the Mediterranean and that showing compassion to those less fortunate because their lives have been destroyed and their houses bombed would make you a decent human being. I'm sick of all the constant hatred and divide. Human beings are dying over needless wars. I knew I'd get trolled for writing a human comment. Some things never change on this page.	0
shut up blud .😂 amandeep .. ffsk man wtf is ur problem ?? go to syrian and build a house for them if u care so much !! why r u hyping for no reason	0
Amandeep Lallie. As you are so sick of gatecrashing into comments on the British newspaper, you obviously know the answer and that is to piss off.	0
Karen - I never understand a word you say. You comment on absolutely everything but never make any sense whatsoever. You're the biggest troll around here even if it is unintentional. You're just a vile woman. I've also repeatedly told you I'm not from India, I'm British yet you still harp on about me involving myself in British affairs. I can comment on a British newspaper as I'm British you dumb woman.	0
Yes I understand what you are saying as you Karen are racist. Every post I write on you call me 'Indian' and use it as an insult. You can't even tell the difference between nationality and ethnicity. I was born in England. My parents were born in England. I've never been to India yet your racist mind can't get past the colour of my skin. I'm British whether you like it or not you racist bat. You judge people based on skin colour and ethnicity even though it's completely irrelevant to what they're saying, which is to be a decent human being. My points are clearly lost on you as you're not a decent human being.	0
AND for the FINAL TIME - how many Syrian people have you personally taken in, or your family taken in? Because the fact is, you're just all talk on you, a worthless piece of cow dung that has nothing to do in life except be a tragic waste of air and waste to space trying to cause trouble any way he can. F*cking useless.	0
Well you find it funny Elcan but you do realise that in the racist mind of Karen - you're 'Indian' so according to her logic 'not British' and not welcome right? Word of advice - don't associate yourself with racists and small-minded bigots unless you are one yourself.	0
Karen is a vile human being who only likes white people. Imagine her surprise when she will actually see a Syrian child for the first time only to be perplexed at how fair and 'white' their complexion is... Would blow the racist buffoon's mind. Karen - why don't you google 'Assad's children' and see how white they look. Doubt your small mind would be able to handle the shock.	0
Oh wow I just noticed that Karen has deleted her vile rant where she said I'm stupid and uneducated and I'm Indian and not British and blah blah blah, which warranted my reply to educate the racist troll and teach her the difference between nationality and ethnicity. No backbone whatsoever. She spews racism and bigotry and hatred and then deletes it. At least leave your vile views up for all to see as you clearly stand by them.	0
Yes they will because they're are fleeing 1000 of miles to 'safety' when there is refuge for them not far away	1
We would... But you want to come to UK or Germany for their welfare system, be happy you can go to Romania or a similar country, it is not in war. Even Lebanon. Genuine refugees are a minority in all of this.	1
Romania similar country . Since when dear? You know nothing;) We may not have the same economy but please, keep your arguments for yourself.	0
You know nothing if you can't read darling. I said countries similar to Romania like Albania.	0
with all due respect, Mr Kurdi I would like my country back. I would like every single person in Britain to have a roof over their heads, a full belly, a warm bed to sleep in, a job for those who can work. For too long now Britain has given trillions away to other countries but who helps us? No one. There was recently a flood in Cumbria, people lost their homes. Who offered to help? No one. I'm so sorry for your loss, Mr Kurdi but charity begins at home. Britain must help their own first. Britain is not the worlds bank manager!	1
This man, a proven human trafficker who had a good life and home in Turkey. Denied access to Canada on that basis. A man full of lies who cries false tears for his wife and family. Like so many of men have survived as your families have perished due to greed. If you care for Syria that much go back and fight to take it back.	0
The kid was living in Turkey and was with his father posing as a refugee so he could get free dental care in Europe.	1
Julie Julie then they'd just be demonstrating their stupidity.	0
All this story in this report is very heart rendering until I read the last part - trying to get to Germany or Sweden - what about all the other Arabic and Islamic countries and all the countries in between? This sacrifice is not about safety any more it's about going to a country to find a better life FOR FREE and AT THE EXPENSE OF OTHERS who already live in that country as has their generations of family and continually paid in to it, without trying to fight for their own. Of course losing children and any other part of the family is an horrendous thing, but that's where my pity ends and I have no sympathy apart from that.	1
My message to him would be off the first word begining with f	0
Oh go away you have had your 15,mins of fame all the lies that were uncovered about you and your family!!!!!	0
The world will open its doors to the suffering but the suffering are taking advantage of our kindness.	1
What about the 130 Dead in France killed by Syrian refugees and Terrorists coming in this refugee influx? The Christmas of These families are forever ruined!!! Daily Fail and all leftist News media STOP THIS PROPOGANDA NOW!!!	0
I'd like military-aged Syrian men to pick up a rifle and fight for their country.	1
It won't happen as oil and water do not -Will not mix, so don't try to force it upon us in Westernized Northern Europe, and Especially us in the United Kingdom!!!	1
You basically killed him yourself trying for a new set of teeth and welfare no sympathy at all for grubs like you.	0
"Does he not realize that ISIS terrorists are among the ""Syrians""? Does the media not know this? Propaganda! Let the media,and those celebs open THEIR doors to the ""Syrians""!"	0
My message to Syrians, take care of ur kids unlike this schmucko	0
