	text	labels	split
5544	Traveling to a place that makes you richer for the experience, and not to some barbaric country where you will fear for your life. The same goes for welcoming them to your home. Morality has nothing to do with it.	1	train
5545	Think about what you lose by welcoming them already.	1	train
5546	"Immigration is a problem in a country where 98.5% of the people are Japanese? LOL. This is not a matter of being ""nice"", the issue of immigration is much more complex, try reading something about European history. We don't live on an island here and we have a history of colonial empires. As for the matter of refugees, this is not just a question of politics against 'niceness' and it's a different matter from that of immigration. The UN 1951 Refugee Convention is based on the declaration of human rights, which states that all individuals have the right to seek asylum from persecution in other countries. So basically, yes, it is a question of morality: these people are fleeing war and death. We are not being ""nice"" to them, we are being humane. Like all many Europeans, I also somehow fear that we might let terrorists posing our refugees within our borders, but I also think that racist and xenophobic actions in our society will only do harm and radicalise people. We need to have stricter checks on people who are given asylum. Things are not in black and white..."	0	train
5548	What I loose? I worry what I would loose if I didn't let people in - my humanity.	0	train
5549	So you mean you take the responsibility of ISIS attacking there and your local people attacking them together with their culture invading into yours, their votes winning over your local votes. I'm pretty sure the list goes on...	1	train
5550	And here we are, i voted S(socialist party) btw, having to lend money to pay for the cake. Who is gonna have to work extra years for that. The healthcare just issued a red alert on itself for patientsecurity. The elders, whom most payed more tax then we do, are robbed on their state pensions. Its a fact, the glass is more then full. I want to help as many as possible, but taking in more then you can care for isnt helping anyone. In fact, everyone crying for open borders should offer their extra space and pay for it themselves. I could probably house 4-5 ppl, but I would not be able to afford it, so I wont. Guess that makes me rascist, funny thing. Because I don't see anyone else with open doors! Rapecapital of the world, media admitted to have been told to darken reports of anything related to immigrants for years. Criminality higher then ever, social structure collapsing. I like to make a comparison. If you let someone into your house and offer a bed and food, arent you expecting your new guest to be thankfull, respectfull and living to your rules? Fucking leftside shamers thinking everything is moral, go down to the border and bring as many as you can home, that would be the humane thing! But thats not the same thing, bring ppl here, just not near you, hypocrits	1	train
5551	"They use the term ""democrats"", just like ""German Democratic Republic"" (East Germany) or ""Democratic People's Republic of Korea"" (North Korea)."	0	train
5552	Yoko Mada, Korea was under Japanese colonial rule from 1910 until the end of the war, millions of people were forced into labour and men were drafted and sent on the battlefield (I won't even talk about what women were made to do). Hundred of thousands of Koreans were taken to Japan and now you are surprised that they are still there? And that they have the right to live there? Aren't you hypocritical? This is what happens when you occupy other people's countries.	1	train
5553	Alexander Shane Mossberg I understand your position and you are right when saying that refugees are straining your country's economy, but is the solution to let these 20-year-olds semi-incoherent brats rule your country? They look more like a frat house than a political party.	1	train
5554	It's impossible to argue with insane people. Truly a disturbing view on human rights and life.	1	train
5555	Christina Andrei, That's not right. Many people went to the battlefield themselves as Japanese. Also thousands of Koreans came over to Japan as refugees, and another thousands of people smuggled into Japan. We also respect all those Koreans who fought and fell as Japanese soldiers. Please don't twist the history. Please.	0	train
5556	"Cristina Andrei, are you fucking out of your mind? ""millions of people were forced into labour and men were drafted and sent on the battlefield (I won't even talk about what women were made to do).""?????????? Where is the evidence? Do you even know why there is ""comfort women issue""??????? You're so ignorant lady...I'm furious and speechless."	1	train
5557	https://en.wikipedia.org/wiki/Japanese_war_crimes#Forced_labor	0	train
5558	Yoko: we salute your country Japan! We swedes will ask for refuge there soon!	0	train
5559	"This is what the reality of "" multiculturalism looks like https://www.facebook.com/1601360926768290/videos/1694887824082266/"	0	train
5560	Miss Yoko, you are the best example of what we call a 'HYPOCRITE' person. How dare you complain about the Chinese, Koreans or Philippino emigrants?? Do you really need a reminder of this: https://en.m.wikipedia.org/wiki/Japanese_war_crimes	1	train
5561	Hypocrite? Why don't you guys listen to the unheard voices? You're the hypocrite deceived by communists lies just like before the wwii. War crimes? The ones decided by the countries that bombed here on a daily basis and nuked here twice? Have you heard of Tokyo trials because that's what all the participant nations as judges opposed to the idea of yet the result of it is widely known as the past today which you need to learn what really happened there. Also the annexation of Korea was koreas idea and we refused. Yet they wouldn't listen and assassinated Hirofumi Ito as he was in charge of the decision and he was against it. Don't you think it's weird Koreans think the murderer is their hero? They forced us to work on the annexation so we spent twice as much as their annual budget. Also during the annexation, we treat Koreans the same. No one was forced by the Japanese government and we have a lot of official documents and newspaper articles proving the point. Comfort women, the majority of them were Japanese and there were Korean ones but they were paid more than high ranked soldiers. With that they could build 20 houses per year. We also have that proof as well because of the bank. In 1944 America caught comfort women and on their official documents it says there nothing more than prostitutes. I can keep denying the stupid propaganda but it's not my place because that's what the world needs to learn instead of swallowing the info they see. SO stupid and very hypocritical of all of you.	1	train
5562	Oh and the annexation also was approved by the international society back then, over 10 countries. So seriously, gimme a break.	0	train
5563	Much denial in this one there is.	0	train
5564	"""over ten countries""...?! Yes... Well I guess that's OK then..."	0	train
5566	Filthy Romanian?! Ok!!! But, first, From what I see they forgot the nazi ocpațion, and maybe if they killed more of them, maybe they was remember more better what is racism and how effect the humanity, and, second, don t come to Romania, we don t want to see and interact with this kind of idiots, we are better than that idiots! And if someone want to ask „How?” the answer is simple: we don t have so much evilness in ower souls, in every period of that damned history, the romanians wansn t forgot to be at fisrt, humans.	1	train
5567	"Rövén o Co är ansvariga för eländet. Här FÖRSVARAR en massa stolpskott vad som pågår. Svennar är nog som Tyskarna alltid sagt ""Det Dumma Folket"". BLA BLA BLA"	0	train
5568	Sweden demokrats - Not in my name! They are fascists.	1	train
5569	"90 % of political violence in Sweden is left wing. But you never read about the ""good violence"""	0	train
5570	"It wasn't long ago that Sweden was filthy too. These cleaned clothes Swedish Democratic Party people that called themselves ""elite of the society"" didn't learn anything in the history class."	1	train
5571	This is a big problem and it will not be solved quickly. Refugees need to be helped by all the countries around the world -- I am sure they do not want to leave their countries and move away. It's not easy learning another language/culture and trying to integrate . There is so much space and empty land on this planet, we must help refugees to re-locate to a safer place. How many refugee children do not have a safe place to sleep. I think it's disrespectful to say that Romanians are filthy. I am one and I am proud to be Romanian/Australian.	0	train
5572	I'm Swedish and I'm ashamed to call myself a swede because of the Swedish democrats. Racist scums!	1	train
5574	"They do not represent The Swedish people. If one wants to make a serious investigation around this one has ro dig a little bit further deep. This is a Fascist party! They stand on the Fascistic ground. They are not interested in any solution concerning economi, school or The swedish wellfare-system. They do not care for critical voices. They dismiss Anyone who dosn't agree on their agenda. They cut reality in two. Either you're with them or else You are nothing to care about. Anyone who disagree is their worst enemy. They claim that there is such a thing like genuine Swedish people and culture to preserve against immigrants...Muslims of course and then other people who has a need to get away from warzones and so on. We are a lot of people who really makes a differense by welcoming other nationalities. We are concerned about anyone who is in need. The SD wants us to split our country! Remember that we have enough space in this country to alliow ""foreigners"" to live here. There's no need to fear others and their religion. Swedes are not particularly interested in Christian values and should not get afraid of some other beliefs. We will not let theese dangerous fascists ruel our country by Fear! I refuse to be manipulated by a populistic party. Next time, make Your research a better one. And please realize the fact that this kind of poltical outburst is crawling allover Europe! Sincerely Marie Rosén Stockholm Sweden"	1	train
5575	The Swedish Democrat is not speaking for Sweden. They say they are the pre speaker for the country but that's a lie and the opinion against that is a national wide protest. In the way they act its shame for Sweden.	1	train
5576	It's not that much of an one sided video. I mean yeah most ppl I meet are not racists and are very friendly which makes me wonder why is the racist party the biggest party of the country right now? Sadly most people really dont realize the main problem in our world..	0	train
5577	Därför älskar jag the Guardian. Initierade kunniga reportrar gör fantastiska reportage. Svårt att se att en svensk journalist göra detta.	0	train
5578	We in Sweden call them Swedish DAESH =SD because they salute the fires of the refugeehomes and they salute the Killing in the school..they are a rasist facist parti and they make Sweden look very bad country..,	1	train
5579	Have proof that 1 million swedes salute the fires?	0	train
5580	Haha just look in SD Facebook and other pages where SD voters are.. It have been several reportage in Swedish newspapers about this..	0	train
5581	These are just som stupid idiot racists. Depressingly though, their intelligence and level ofanalytical thinking is probably on the same level as our government. Swedens primeminister, vice-primeminister and minister of foreign affairs are all a shame for our country. They are as bad and destroying are country as much as the racist Sweden democrats.	1	train
5582	Lets also be clear that the politics that this party tribes is some kind of a joke, they want to cut the social welfare to a minimum, close the boarders and restrict democracy. As a party they are are hostile to both those workers who built our country, (ask what the biggest workers union, LO, thinks about their politics), to immigrants (whom as well helped to raise our country from being one of the poorest in the world to one of the richest. Without them we could never have taken advantage of the ww2 aftermath were we stood strong in times of destruction all over the west world), and they are hostile to democracy (wanting to restrict policeofficer´s political stand and as well restrict the rights of the free press) .... ............... The biggest role model for this party is Jobbik from Hungaria, a decendant straight down from past Europe`s brown and black history. Its a fine number they did with this video and I get that a story like this sells but dont get fooled from it. Sadly, a part of the Swedish population are ignorant enough to go off on bullshit like this but it does not represent the mainstream will of the Swedish population and however you count, in our last election, 82% of the people told this party to fuck off.	1	train
5584	1: When a vote on any other party would mean that this party would not cooperate with the WT-democrats then yes.	0	train
5585	2: The latest polls actually shows that their support are diminishing, only ones not wanting to realize that are people like you who then tries to scream even louder on FB	0	train
5586	It's irritating to constantly mix up 'not welcoming' with racism everywhere not only for Sweden. Inhospitable does not mean racist plus hospitality has the limits of the host. Sweden belongs to Swedes, let them decide respectfully who and how many people they want to welcome in their country without criticizing. As far as I know Swedes are usually welcoming and open minded, but let's say if tomorrow they decide that they don't want a multicultural society that wd be out of a democratic free choice, who are we to criticize that?! There are different places in the world with different cultures reflecting different values, some are superficially multicultural, rare are those truly multicultural! in reality most of the time you have to adapt to quite some extent to the country where you live or visit, that's how we can share somehow this planet.	0	train
5587	"Malin Fredriksson kolla det där mobbade ansiktet 6:55 in i klippet. ""Jag vill inte gå hem ensam."" Yani som att nån ens skulle försöka på henne."	0	train
5588	jävla äcklen	0	train
5589	"If you did your homework, you would have known that SDU is no longer part of the sweden democrats. Because they were too radical. ""Sweden Democrat Youth (Sverigedemokratisk Ungdom, SDU) was the youth league of the Swedish political party Sweden Democrats (Sverigedemokraterna) until 12 September 2015, when the party announced that they would break with the youth league."" https://en.wikipedia.org/wiki/Sweden_Democratic_Youth"	0	train
5590	"Those guys have less brain than the ""filthy romanians""."	1	train
5591	Soooo... killing refugees with swords and burning down their houses is not terrorism because is done by some swedish scum... hmmm, interesting... Great elite Sweden!	1	train
5592	He ís just showing himself his own level of intelligence by how he is expressing his opinion. Level 0 of intelligence and of education. Maybe he is not filthy by the look of wearing a cheap costume but by the way he is talking he is surely filthy on the inside and that is hard to clean. I am Romanian living in a Scandinavian country, Iceland, and I am not here to steal anything, I am here to study and I am the second first foreigner person in law school. I am sure that this guy is 10 times worse and filthier than me any many others that could teach him a lesson.	1	train
5593	Dont lissen to these motherfuckers, they do NOT represent Sweden. They are just fucking stupid rednecks. Fuck SD (sverigedemokraterna).	1	train
5594	judging ROMANI gypsies (they are different from Romanians - please understand - different ethnicities) - the people they are talking about, after the group that migrated and started creating problems in that part of Sweden, its like me thinking ALL swedish people are racist idiots, just by looking at this video. Which would be a pile of crap. Romani gypsies, Romanians and Swedish people generally can be really interesting hardworking and even amazing, all with their histories and sometimes, issues. With no hesitation though, racism is always leading to violence, never positive.	0	train
5595	Who would want to look like a foolish SD with no history culture? Probably nobody. Maybe they should get some free history lessons to understand the origins of gypsies and the difference between gypsies and romanians. So .. an incultured boy calls romanians filthy? That'\s not even an insult since he's speaking from his ass but i believe romanians should donate them on their facebook page pictures of how clean we are and how uneducated are the ones who babbled that supposed to be insult. So .. spam people.	1	train
5596	Anthony Molyneaux just a bit of the thing we were talking about when it comes Sweden and immigration.	0	train
5597	Great piece by the guardian about a tricky situation in Sweden. SA has similar feelings to refugees and immigrants from Africa coming in to the country. Where will it all lead!?	0	train
5598	"Because we don't want to look like a filthy Romanian or something. That is not a ""Salute to the European youth"" I tought that you want european unity. You are just a bunch of idiots!"	1	train
5599	Not really making me proud to b a swede. But unfortunately a lot of young men with low self esteem need someone to blame for their own meaningless life. And what's easier then to kick on the people who are already down. People who had to leave their homes and friends and families because of war. Fuck I hate SD and all they stand for. They DO have massive links to racist and nazi groups and every week there is a new party member who speaks out their nazi/racist/homophobic meaning on social media. I mean even members of SD in parliament were walking around the streets in Stockholm with iron bars in their hands...... That says it all. I'm officially ashamed to be Swedish!	1	train
5600	"This report is increadibly biased. At one point, the slogan ""The whole picture"" appears. But then the video ends. Where is the whole picture? Say what you want about the Sweden Democrats. Some of them are indeed too radical. The comment about Romanians was absolutely uncalled for. But ""If you come here as a tourist, it could be difficult to know what country you are in"" is a key sentence spoken."	1	train
5601	SD: How shallow understanding you have about the immigration? Look, what this guy said in this video, ''We are dressed up because we want to make good impression and don't want to look like a filthy Romanian.'' You must know that they are ''Europeans'' not from Non-EU background.'' According to the EU rules, you can't send them back to Romania! If you well-dressed doesn't make you any better in terms of ''Education and Knowledge'' perhaps they are more worthy in contemporary society.'' You bigots: ''Get education and knowledge about the rules and broaden the perspective of global citizen rather than talking like an ignorant arrogant idiot.'' Haven't you seen? What the immigrants brought the positive things in this country? 1. Economic growth (Trade between different countries has been accelerated) because of immigration. 2. Immigrants are doing jobs which a lot of people don't want to take rather they are sitting unemployed or taking sickness benefits. 3.Cab and buses drivers are paying taxes and contributing their role the in country's economy not sitting at home and taking benefits. 4. Educated immigrants are playing a vital role in Hospital and pharmaceutical departments. 5.I.T sector is another example where immigrants are not only helping the growth of the well-renowned companies but also bringing the innovative conceptions and ideas. 6.Food and pizza- Restaurants are mostly run by immigrants bringing international cuisine and taste in the country. The list of positive aspects of ''immigration'' goes on & on so don't spread hate and polarize society rather ''help & encourage those who are integrating and are on the way of a progressive life.	0	train
5602	"Oh dear, it must be a difficult time for those in the LIBLABCON and their criminal chums. Everything they believe in is crumbling before their eyes. Their belief in no borders and allowing the Third World in, and everyone breeding so we will all be brown and superior to what was before. It's not happening. Also unfortunately for them, the people who have come here, and into the rest of Europe, already have a strong identity, and have no intention of giving up their culture nor religion. Unlike these cowards and traitors the newcomers are also strong mentally and have real convictions. However wrong and stupid they are. The LIBLABCON are so desperate and clueless they ignore the newcomers abuse of women, abuse of children, and hatred of Homosexuals. They say nothing of Muslim women forced to cover up, because in Islam women are the property of men and seen as sexual beings who need to be controlled. What happened to the rights of women and feminism? Muslims slaughtering a load of young people at a concert in Paris, leaves the LIBLABCON punch drunk their revered immigrants killing people instead of been compliant and just so grateful. Sweden, once one of the most safest countries in the world, has now become the rape capital of the world, directly because of Islamic immigration. The PC Government who control the media in Sweden, try to cover up the rape of women by not reporting it. If they do report a rape of a Swedish woman by Muslim colonizers, they say the attackers were ""Swedish men"". Where are the outspoken Swedish feminists? The LIBLABCON and their criminal chums are in DENIAL. Denial can often be fatal. Wake up..."	1	train
5603	Rape capital? Breeding so we will all be brown? Who left the bag of idiots open?	1	train
5604	I am Swedish and married to an immigrant and what you are saying is so fucking disturbed it would also probably be a crime. Could you say this openly in the US for example? Please stop this.	1	train
5605	Nina yeah none so blind. Free speech is a crime. In your head nut job.	1	train
5606	Swedish people are simply tired of the problems many savages bring in from third world religious backwards countries, they want the old clean peaceful sweden back. They are tired of the drama and issues and that hundreds of thousands of people move into their country each year and there aint no homes and jobs and the healthcare is fuckedup	1	train
5607	Sweden is one of the most sick left wing political correct countries, all immigrants I have spoken to are tired of the mass immigration, sweden has lost control, swedes are destroying their country but 80% of the population are enjoying it	0	train
5608	They are too damn stupid to see the forest for the trees	1	train
5609	i think swedish people like more the isis emigrants then romanians..we will see it in a few months	0	train
5610	"Daniel Asperman är det inte din fega jävla kompis? som är för rädd att säga att han egentligen är från Stockholm/Salem! Hahha ""Joakim bott hela tiden i Göteborg"" haha pajas snubbe😂😂"	0	train
5611	Haha :)	0	train
5612	Thank God there are also people in liberal Sweden who want these arab scum out of europe.	1	train
5613	What makes them scum?	0	train
5614	Alex Braclau Adrian Adrian Adrian wtf? do they mean the Romanians that protected the west from invasion and have developed some of the world's most important ideas and technologies? Think they're confused. Although the whole anti-immigration sentiment is ridiculous in itself. Immigration has proven beneficial in the long run, the ones that are hard-working and/or intellectuals tend to be of much more benefit to a country than a great of deal of their own native citizens..	0	train
5615	Most Swedes think Romanians are from India anyways.. They're so uneducated and motivated by white power in these Nordic nations, it's gunna get ugly.	0	train
5616	Braclau most people in general seem to be confused about the difference between 'romani' and 'Romanian.' I guess the terminology the tigani selected doesn't help either. But I'd bet most Swedes are good, progressive people in general, these guys are just the epitome of ignorance and stupidity that can be found in any country	1	train
5617	I've honestly met so few Nordic peoples who thought I'd be darker toned in skin. Even Poles.. It's just racist ideology manifesting in their cultures.	0	train
5618	"On February 04, 2013, Vladimir Putin, the Russian president, addressed the Duma, (Russian Parliament), and gave a speech about the tensions with minorities in Russia : ""In Russia live Russians. Any minority, from anywhere, if it wants to live in Russia, to work and eat in Russia, should speak Russian, and should respect the Russian laws. If they prefer Sharia Law, and live the life of Muslims then we advise them to go to those places where that's the state law. Russia does not need Muslim minorities. Minorities need Russia, and we will not grant them special privileges, or try to change our laws to fit their desires, no matter how loud they yell 'discrimination'. We will not tolerate disrespect of our Russian culture. We had better learn from the suicides of America, England, Holland and France, if we are to survive as a nation. The Muslims are taking over those countries and they will not take over Russia. The Russian customs and traditions are not compatible with the lack of culture or the primitive ways of Sharia Law and Muslims. When this honorable legislative body thinks of creating new laws, it should have in mind the Russian national interest first, observing that the Muslim minorities are not Russians. The politicians in the Duma gave Putin a five minute standing ovation."	1	train
5619	Yeah. And the progress is so fantastic in Russia. The economy is sparkling, human rigths are total..... Russia is a great example what happens when political partis like SD gets the power. The last country that Sweden should look at for inspiration is, sadly, Russia. Peace!	0	train
5620	actually he never gave that speech. just saying.	0	train
5621	yeah right:))) just words. In september 2015 Putin opens huge new mosque in Moscow :)))	0	train
5622	Sweden, I'm American , from Gettysburg PA , USA, and we are a nation of immigrants and are going through the same argument about taking Syrian Refugees right now. Our right-wing party , the Republicans are filling the country full of fear , saying we should not take 10,000 Syrian Refugees because there will be terrorist hidden among them. Europe has a history of Facism , Nazism , and Racism , as do we. I do not live my life in fear, however after reading all of your comments , it does give me pause on the economic , criminal , and religious effects this immigration may cause . I was one that wanted to take the Refugees , but after hearing your countries thoughts, I will do some more consideration .	1	train
5623	Sweden has let in 200 000 mostly males from the Middle East! Most without even showing a passport ! That is extreme! Rapes have sky rocketed! In proportion to the population it would be as if USA let 5-6 million in! Some of witch are part of terror organizations! They don't let in one person! You should know how hard it is to get into the states You don't think people would get mad if there were no borders ? There are soon 107 males to every 100 women in the country! You expect women to cheer that ? USA is discussing if they should let in 10000 Syrians! That's what runs into the country every week without passports	1	train
5624	This is what migrant in Europe do to people https://www.facebook.com/1601360926768290/videos/1694887824082266/	0	train
5625	Ridiculous	0	train
5626	Lol! This shit is not true! Ur just taking thr bad out of SDU! SDU wants a little break from imegrants bcus Sweden is the country that takes in most imegrants in hwole Europe! We have a realy hard time right now in sweden! And sweden democrats is swedens #1 party right now so this bullshit is fake! (Im not good at spelling, i am from sweden)	1	train
5627	The strange thing is we hear the same comments over here in the UK . No one can deny that people are divided on the immigration subject ..............no one seems to have an answer that placates everyone .	0	train
5628	"This ""party"" is as bad and full of idiots like the ISIS"	1	train
5629	Retard much?	1	train
5631	"This is why some people in Sweden started the movement ""Refugees welcome"". As a Swede, I am ashamed of the people I have to live among. I have a small belief, and that is that all people have the same rights. Therefore some people scare me. Especially those who are so small minded that they find economics more fulfilling than saving human lives. I will never stop fighting against this. Never ever. But it is important to remember that we were 87% who did not vote for the Swedish Democrats, and hopefully who never will. However, one of the greatest things this country has is our immigration. It enriches us as human beings. I mean; imagine what a boring world we would live in if all people were the same?"	0	train
5632	"Take a lesson from Denmark. They didn't remove all their migrants, they removed something like a couple hundred of the most violent that they had caught (while Sweden refuses to deport serial rapists that prey on their own citizens), and their crime rates for the year dipped by TWENTY percent. I'm not asking for gas chambers and armbands and death squads. I'm asking for common fucking sense, something you know by a different name- hate. Yes, apparently it's hate to want criminals our of your country if they're brown enough. And if that puts me in the same camp as the Nazis by your ""tolerant"" logic, then fuck you, sieg hiel, hail Hitler, because it's been nearly two decades, and I'm about through ""tolerating"" your surveillance and harassment and lies."	1	train
5633	"Hmmm, I am not sure that this should be called ""the whole picture"". They are showing just the SD douchebags and what ever they are doing wrong but on the other side the immigrants that came to Sweden are not all innocent little flowers. Lets not forget that they are the reason for which Sweden is the rape capital of the world these days and the situation is similar in Norway with 100% of the rapes in the 5 years being committed by Arabs and North Africans. . Anyway, this report clearly do not present the whole picture. And I am not a racist, I am actually a Romanian imigrant living in the UK. Maybe it is worth watching some other documentaries also. https://www.youtube.com/watch?v=9up0CLLPPpo"	1	train
5634	In Sweden it is not true that 100% rapes are by africans or arabs. I have no idea where you got that from.	0	train
5635	70-90% of assault rapes are foreign names Group rapes even higher	0	train
5636	"Let's be clear: always the media depict ""who does not want immigration"" as the bad guys and ""who protects innocent migrants"" are the good ones. This is the real shame in this country! and let me tell this: the popular 'country's liberal identity' is under threat not because of the nasty unfair far right rising and fighting against the police but because of a foolish, blind and disrespectful policy towards the local population of over liberalism and frenzy holy welcoming! and it is time to have a brain and make sense people!"	1	train
5637	Wow! Third party in Sweden? Xenophobia in Northern Europe is beyond any limit. We in Spain also have that problem, but nothing comparable. I'm not defending my country nor saying we are better. We must defeat racism here, too. But im just surprised about some statements of north-european politicians.	0	train
5638	"People look at this so incredibly narrowmindedly and black&white when it's really not. The people who vote for SD are seeing the problems of immigration firsthand. The most racist people are the immigrants towards other immigrants. The muslim immigrants in Sweden hate jews with a passion, they beat them down in the street, they kill them, they opress them, in the worst ghettos they hate Swedes aswell, for no real apparent reason. Sweden is a broken country by now and it's because all of our money goes to helping the immigrants. They just pour in and in and in and they become seggregated from the swedish culture and society. I grew up in a very ""diverse"" neighbourhood with Swedes and middle easterns and all sorts of cultures and races living side by side and we all got along fine. Why? Because they were assimilated into society. They didn't live in their own parts of the city, they didn't live in specific areas where the state puts them because there are no homes left for these people to go to so they just sit in their asylum waiting to get a job, waiting to be sent somewhere where they can start their new life, but it never comes because there are too many of them. Sweden can't take in any more because there's no space left, people have to realize that and stop calling every anti-immigration person a racist. Stop painting SD as some sort of radical nazi party because they're not. Only the politically correct idiots of the country who have nothing but good things to say about immigration think like that, because they have no idea how economics and assimilation work, they think that we can just take in the entire middle eastern and African population with no problems at all arising. It's idiotic and sad."	1	train
5639	It is interesting that these people of Sweeden, who got overwelmed with the wave of Syrians refugees ( that unfortunately have among them a lot of rapists, terrorists, etc.) only see the filthy romanian in their country. Reminds me of France a few years ago: they put the filthy Romanians with force in buses and planes and sent them back to Romania. Years later, they get butchered and killed by the terrorists. I am a FILTHY ROMANIAN, and like many others of my compatriots living abroad, we don't ask for our religious holidays, we don't demand other people customs to be banned because they hurt our feelings and all this, and the list goes on and on.t And we certainly don't bomb you.	1	train
5640	I live in UK. Racism is not worse in Sweden than here. Racism exists everywhere.	0	train
5641	"We are all born on earth and we all deserve respect. The air we breath is for everyone, the boarder is going more and more to becoming global. I am from Sweden, born and raised, 21 of age and they talk about saving the ""culture and traditions""? We dont have any besides homophobia, sexism and racism and that is following people in the grave, slowly but it is. The big culture variation is only good for the society and it will be better! But some people need time. They feel fear and insecure in this ""changing"" world. Everything we have is taken from the whole world - food, words in the swedish language, theories. Good luck with saving ""Swedens history"", it's been written right now, about how nationalistic and racist the swedish democrats really are. It is fear and lack of knowledge but as long as we stand together, the racism will never overcome the love. 🌎☀️❤️"	0	train
5642	Such an awful party. Many people here are against them, but sadly intolerance and bigotry is growing - almost by the minute, fueled, as always, by ignorance and fear.	1	train
5643	You cannot trust any government, not in Sweden, not in Finland. I am not surprised at all. This will happen in all countries and we really hope Sweden finds a way to stop the invasion because their migrants come to Finland, unfortunately.	1	train
5644	.....so sad ...you dont know nothing about Romania.you talk just what you see on tv...but if you want to know the true about Romania ...its verry easy...GOOGLE IT...and there you will read strange things for you...Romania is not only gypsis and bagers...Romania is more than that.but in the end ...this is you limit about the school.you dont know nothing.Romanian students are the first place in maths,geography etc from Europe.romanian language is the second language from Microsoft...and ...a part from our history you hold in your hand about that knife because ...if you dont know ...we are a part from the Roman Empire.and you must learn the diference about a romanian man and a romanian gipsy	0	train
5645	Moh Oog Updy Shakur Mo Nabadoon Inboow Maxamed Tahliil Sayga Abdifatah Chelsea Farhan Ali Mohamed Abdulahi This is speechless tbh, you can put a fullstop to the immegrants but if you cant even see other people and other Religon is something else and tbh this people havent been on difficult periods like the way we did, and i wonder if they ask theirselves if they could be on our position? And this is what happens when you have everything, you will think you will never need someone We are all born with Love but Hate is something we teach ourselves and this is an exemple.	0	train
5646	To all humans outside sweden and to all who live here, refugees or not. These people do not represent a majority of us, regardless of what they claim. We are ashamed of having to share our country with them, they do not deserve to be called swedish.	0	train
5647	Most of them are in the EU because western corporations & their government lackeys are playing war games in their respective countries. They not only have no home, they have no country let alone an infrastructure to support them. Maybe those responsible should be brought to account..? Naturally for right wingers & religious fanatics this is a godsend. If you're looking to give them a platform then this is the way to do it. Inadvertently this is actually helping their cause. Taking in refugees is just pruning the branches & not actually dealing with the problem. & to be fair. Why isn't the EU asking the gulf states to take their fair share of refugees in? Oh yes. It's because they are the ones supplying the same groups we claim to be fighting. & we still do business with these fanatics?! We should do everything humanly possible to help them. But as long as the cause of the problem is still actively participating in their displacement we will see more of this right wing lunacy.	0	train
5648	One must not forget, that the Swedish Democrats only got 13% of the votes. That leaves 87% of the population not voting for them. Sweden is a peaceful country that unfortunately is facing a lot of threats lately. Racism combined with fear is a dangerous combination. A multicultural society can only benefit a country. The people need to embrace each others differences instead of fearing them.	0	train
5649	Does that include the person that stabbed 2 people at ikea and now in Paris?	1	train
5650	"To compare sweden With USA is just so wrong of course the population Will emerge and thrive sweden is pointed out beacuse we are a country that is in the position that we have to put up boarder checks and beacuse of this it brings chaos but for real sweden is a rather small country compared to the us for instance and sweden cant Even take care of those WHO already are here. Swedens politics has gone haywire. And all of you that says that the Numbers of unemployed sink beacuse immigration well of course it does beacuse the number of people is streaming in. ""A nation is strong for as long as they dare to stans up and tell the truth to its people"""	0	train
5651	"To all the non-Swedes out there; The way they angle stuff here is pretty realistic & veridical for both sides, with the minor exception for Sverigedemokraterna! The SDU could doubtlessly just re-name themselves ""Hitler Jugend 2.0"" the way they talk and act, but I still don't think that Sverigedemokraterna's main party could or should be associated with this Nazi-mentality! I try to stay as far away as I can from Swedish politics in general and especially making political statements on the Internet, but this video really fucking sucked to watch and it made me really uncomfortable! If this is the direction that we're heading in as a country, then everything truly is going to hell from here! How can things like this even happen in 2015! Didn't we learn shit from history? Haven't people already tried to pull of this fucking ""Aryan-cultural-supremacist/elitist""-bullshit with devastating results? Realistic limitations of immigration, integrating people in the society & laying down some basic demands and rules for getting a permanent Swedish residence permit: OF FUCKING COURSE! Being close-minded and ignorant of other cultures, judging people that you've never exchanged a word with based on their ethnicity, attacking refugee asylums with Molotov's & ""Look like a filthy Romanian"": SHUT THE FUCK UP AND GET THE FUCK OUT YOURSELF!"	1	train
5652	If one of the Sweden democrats becomes prime minister then I say Rip Sweden	0	train
5653	"Well this isn't entirely true since SD(Swedish Democrats) have no longer anything to do with SDU because SD found them too radical and that they didn't agree to SDs terms and point of view on anti-racism agenda. I don't support SD but i don't agree with medias way of telling the ""truth""."	0	train
5654	77.6% of all rapes in Sweden are perpetrated by foreign born Muslims, the Guardian likes to forget that little detail.	1	train
5655	Sorry to say no, these are the names most common in rape cases: http://rodeo.net/lisamagnusson/2013/01/30/valdtaktsmannens-ratta-namn/	0	train
5656	AS Elizabeth pointed out, that is a blatant lie.	0	train
5657	There's always a limit for how many immigrants a country can take in during a finite period of time and still sustain a stable welfare system. As a Social Democrat in Sweden, I'm sad to say that this limit has been reached. People should not be forced to live in tent camps during the winter because we can't take proper care of them when they arrive. It's time that other EU countries take their responsibility. So please don't portray us Swedes as racist scums. Most of us want to help, but in reality we don't have unlimited resources.	0	train
5658	Bunch of white, privileged, entitled a**holes! The same sh*t in the US and Europe. Get over it! Migration, immigration, or whatever you want to call it has been part of our human collective history. Besides, Sweden is one of the most boring countries in the world. Perhaps, these newcomers can inject some culture in Sweden's lack of it.	1	train
